1,1,5.517E-4,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 0 kW,, 19-22: 100 kW,, 22-06: 100 kW,])
157,2,0.08211500000000001,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 25 kW,, 22-06: 0 kW,])
158,1,0.08223280000000001,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 100 kW,, 19-22: 75 kW,, 22-06: 100 kW,])
158,2,0.08236966666666666,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 25 kW,, 22-06: 50 kW,])
159,1,0.08249473333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 100 kW,, 19-22: 50 kW,, 22-06: 100 kW,])
159,2,0.08262956666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 0 kW,, 22-06: 0 kW,])
160,1,0.0827483,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 100 kW,, 19-22: 50 kW,, 22-06: 100 kW,])
160,2,0.08293353333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 25 kW,, 19-22: 50 kW,, 22-06: 75 kW,])
161,1,0.08306566633333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 25 kW,, 19-22: 50 kW,, 22-06: 75 kW,])
161,2,0.08327546666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 50 kW,])
162,1,0.08348983333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 25 kW,, 19-22: 50 kW,, 22-06: 75 kW,])
162,2,0.08374226666666666,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 0 kW,, 19-22: 0 kW,, 22-06: 50 kW,])
163,1,0.08388013300000001,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 25 kW,, 19-22: 50 kW,, 22-06: 75 kW,])
163,2,0.0840258,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
164,1,0.08414433333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 50 kW,, 19-22: 50 kW,, 22-06: 100 kW,])
164,2,0.084275,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 100 kW,, 19-22: 0 kW,, 22-06: 25 kW,])
165,1,0.08439583333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 50 kW,, 19-22: 50 kW,, 22-06: 100 kW,])
165,2,0.08453423333333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 100 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
166,1,0.08464453300000001,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 25 kW,, 19-22: 75 kW,, 22-06: 50 kW,])
166,2,0.08477516633333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 75 kW,, 22-06: 0 kW,])
167,1,0.084889133,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 50 kW,, 22-06: 50 kW,])
167,2,0.0850284,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 100 kW,, 19-22: 0 kW,, 22-06: 100 kW,])
168,1,0.0851402,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 50 kW,, 22-06: 50 kW,])
168,2,0.08527666666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
169,1,0.08545913333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 25 kW,, 19-22: 50 kW,, 22-06: 50 kW,])
169,2,0.08565093333333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 50 kW,])
170,1,0.08577969966666667,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 75 kW,, 19-22: 75 kW,, 22-06: 50 kW,])
170,2,0.08591523333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 100 kW,, 19-22: 0 kW,, 22-06: 50 kW,])
171,1,0.08603473333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 75 kW,, 19-22: 75 kW,, 22-06: 50 kW,])
171,2,0.08621406666666666,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 50 kW,, 22-06: 50 kW,])
172,1,0.0863255,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 75 kW,, 19-22: 75 kW,, 22-06: 50 kW,])
172,2,0.08645793333333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 75 kW,, 19-22: 0 kW,, 22-06: 50 kW,])
173,1,0.08657243333333332,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 75 kW,, 09-19: 0 kW,, 19-22: 50 kW,, 22-06: 50 kW,])
173,2,0.08670673333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 25 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
174,1,0.08682076666666666,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 0 kW,, 19-22: 25 kW,, 22-06: 75 kW,])
174,2,0.08695873333333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 50 kW,, 22-06: 50 kW,])
175,1,0.08707479966666666,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 50 kW,, 19-22: 75 kW,, 22-06: 100 kW,])
175,2,0.08721403333333333,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 0 kW,, 22-06: 100 kW,])
176,1,0.08732646666666666,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 75 kW,, 19-22: 75 kW,, 22-06: 25 kW,])
176,2,0.08746776666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 100 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
177,1,0.08758073333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 75 kW,, 19-22: 75 kW,, 22-06: 25 kW,])
177,2,0.08771686666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 50 kW,, 22-06: 0 kW,])
178,1,0.08782703333333335,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 50 kW,, 09-19: 0 kW,, 19-22: 75 kW,, 22-06: 25 kW,])
178,2,0.08796213333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 100 kW,, 19-22: 0 kW,, 22-06: 75 kW,])
179,1,0.08807593333333334,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 100 kW,, 09-19: 0 kW,, 19-22: 50 kW,, 22-06: 25 kW,])
179,2,0.08825686666666667,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 75 kW,, 19-22: 0 kW,, 22-06: 0 kW,])
180,1,0.08843993300000001,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 25 kW,, 19-22: 75 kW,, 22-06: 75 kW,])
180,2,0.08859889966666668,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 0 kW,, 19-22: 75 kW,, 22-06: 50 kW,])
181,1,0.08887416666666666,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 25 kW,, 19-22: 75 kW,, 22-06: 75 kW,])
181,2,0.08923353333333334,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 100 kW,, 19-22: 0 kW,, 22-06: 25 kW,])
182,1,0.08951749966666667,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 0 kW,, 19-22: 75 kW,, 22-06: 50 kW,])
182,2,0.089693633,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 25 kW,, 19-22: 25 kW,, 22-06: 100 kW,])
183,1,0.08983513333333333,ConcederNegotiationParty@8,(Offer  bid:Bid[06-09: 25 kW,, 09-19: 0 kW,, 19-22: 75 kW,, 22-06: 50 kW,])
183,2,0.0899814,boa-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Bidder-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Acceptor-negotiator.boaframework.opponentmodel.AgentLGModel-C..Users.ana.Documents.University.Delft.Year.1.Quarter.1.Artificial.Intelligence.Techniques.Practical.Assignments.A2.babygenius2.Assign2.bin.ai2019.group18.Strategist@9,(Offer  bid:Bid[06-09: 0 kW,, 09-19: 75 kW,, 19-22: 0 kW,, 22-06: 25 kW,])
